ZAP1598220_01	 Non sei solo in questo stato lo sai pur che penan tanti in amar, fedeli amanti, sai che pena anco il mio core	Tristezza	Totalmente sicura
ZAP1593570_00	Che mai risponderti, che dir potrei?	Tristezza	Abbastanza sicura
ZAP1593570_01	Vorrei difendermi, fuggir vorrei; né so qual fulmine mi fa tremar	Paura	Abbastanza sicura
ZAP1593570_02	    Divenni stupida nel colpo atroce	Tristezza	Abbastanza sicura
ZAP1593570_03	Non ho più lagrime; non ho più voce; non posso piangere; non so parlar	Tristezza	Totalmente sicura
ZAP1597214_00	O vita, o mente del ciel, del mondo, nume possente, nume immortal,	Ammirazione	Totalmente sicura
ZAP1597214_01	   il saggio erede, l'invitto re con pura fede chiediamo a te,	Ammirazione	Totalmente sicura
ZAP1597214_02	   a te che or empi di lume ignoto il nostro vuoto seggio real	Ammirazione	Totalmente sicura
ZAP1592521_00	Torrente cresciuto per torbida piena se perde il tributo del giel che si scioglie fra l'aride sponde più l'onde non ha	Tristezza	Abbastanza sicura
ZAP1592521_01	    Ma il fiume, che nacque da limpida vena, se privo è dell'acque che il verno raccoglie, il corso non perde, più chiaro si fa	Ammirazione	Totalmente sicura
ZAP1596767_00	Sol del Tebro in su la sponda non germoglia un bell'orgoglio; d'alme grandi al Campidoglio sol cortese il ciel non fu	Tristezza	Totalmente sicura
ZAP1596767_01	    Altre piagge il sol feconda; v'è chi altrove il giusto onora; scalda i petti altrove ancora qualche raggio di virtù	Tristezza	Abbastanza sicura
ZAP1598120_00	Su la pendice alpina dura la quercia antica e la stagion nemica per lei fatal non è;	Ammirazione	Totalmente sicura
ZAP1598120_01	   ma quando poi ruina di mille etadi a fronte, gran parte fa del monte precipitar con sé	Ammirazione	Totalmente sicura
ZAP1596947_00	Sento applausi, miro allori, Roma eccheggia, il Tebro esulta; e 'l mio tenero cor languendo sta	Tristezza	Totalmente sicura
ZAP1596947_01	"    Dico a lui: Bando ai dolori"" ei sospira e non lo fa"""	Tristezza	Totalmente sicura
ZAP1596947_02	Chiedo a lui perché si accori, egli tace e non lo sa	Tristezza	Totalmente sicura
ZAP1597335_00	Troppo offendo il bel che adoro ed accresco il mio martoro se il mio ben credo infedel	Tristezza	Totalmente sicura
ZAP1597335_01	    Con geloso vil timore son ingiusto al suo bel core ed al mio sono crudel	Tristezza	Totalmente sicura
ZAP1592827_00	Bel piacer saria d'un core quel potere a suo talento quando amor gli dà tormento ritornare in libertà	Amore	Abbastanza sicura
ZAP1592827_01	    Ma non lice e vuole amore che a soffrir l'alma s'avvezzi e che adori anche i disprezzi d'una barbara beltà	Tristezza	abbastanza sicura
ZAP1595664_00	È ingrato, lo veggio; ma siede nel soglio	Rabbia	Totalmente sicura
ZAP1595664_01	Non deggio, non voglio sentirlo accusar	Rabbia	Totalmente sicura
ZAP1595664_02	    Tradì l'amor mio; non cura il mio affanno; ma sola poss'io chiamarlo tiranno; io sola di lui mi posso lagnar	Rabbia	Totalmente sicura
ZAP1593484_00	Il suo leggiadro viso non perde mai beltà; bello nella pietà, bello è nell'ira	Amore	Totalmente sicura
ZAP1593484_01	    Quand'apre i labbri al riso, parmi la dea del mar; e Pallade mi par, quando s'adira	Amore	Totalmente sicura
ZAP1593023_00	Voi che adorate il vanto di semplice beltà, non vi fidate tanto di chi mentir non sa, che l'innocenza ancora sempre non è virtù	Rabbia	Totalmente sicura
ZAP1593023_01	    Mentisca pure e finga colei che m'arde il seno, che almeno mi lusinga, che non mi toglie almeno la libertà d'odiarla, quando infedel mi fu	Rabbia	Totalmente sicura
ZAP1596901_00	Perdono al primo eccesso del suo dolor concedi; tu intendi amor; tu vedi che merita pietà	Tristezza	Totalmente sicura
ZAP1596901_01	    Se un dì sperar sereno a lei non fu permesso, abbia del pianto almeno l'amara libertà	Tristezza	Totalmente sicura
ZAP1597687_00	Non rispondo, non confondo la ragione con l'amor	Rabbia	Abbastanza sicura
ZAP1600210_00	Gelido in ogni vena scorrer mi sento il sangue	Paura	Totalmente sicura
ZAP1600210_01	L'ombra del figlio esangue m'ingombra di terror	Paura	Totalmente sicura
ZAP1600210_02	    E per maggior mia pena vedo che fui crudele a un'anima fedele, a un innocente cor	Tristezza	Totalmente sicura
ZAP1597899_00	Tu mi scorgi al gran disegno  e al tuo sdegno, al tuo desio  l'ardir mio ti scorgerà	Amore	Abbastanza sicura
ZAP1597899_01	      Così rende il fiumicello, mentre lento il prato ingombra, alimento all'arboscello e per l'ombra umor gli dà	Gioia	Abbastanza sicura
ZAP1597250_00	Amor, che non ha ingegno o che non ha valor, non è che un freddo amor	Tristezza	Abbastanza sicura
ZAP1597250_01	    Ma quando è fiamma ardente, caligine di mente e gelo di timor si dissipa al suo ardor	Amore	Totalmente sicura
ZAP1600117_00	Al torrente che ruina dalla gelida pendice sia riparo a un infelice la tua bella fedeltà	Ammirazione	Totalmente sicura
ZAP1600117_01	    Il periglio s'avvicina, a fuggirlo è incerto il piede, se gli manca la tua fede altra scorta un re non ha	Ammirazione	Totalmente sicura
ZAP1594470_00	Benché giusto, a vendicarmi il mio sdegno invan m'alletta; troppo cara è la vendetta, quando costa una viltà	Rabbia	Totalmente sicura
ZAP1594470_01	    Già di te con più bell'armi il mio cor vendetta ottene nello sdegno che ritiene, nella vita che ti diè	Rabbia	Totalmente sicura
ZAP1597699_00	Vero saggio, e saggio re mai non è né mai sarà chi è vassallo del piacer, 	Rabbia	Totalmente sicura
ZAP1600338_00	Caro bell'idol mio sol placherò il mio duol quando sarai con me	Amore	Totalmente sicura
ZAP1597514_00	Sei del mio core il re: e qui prostrato a te, per me già disperata, 	Amore	Totalmente sicura
ZAP1593119_00	Dov'è?. Si affretti per me la morte	Tristezza	Totalmente sicura
ZAP1593119_01	Poveri affetti! Barbara sorte! Perché tradirmi sposa infedel!	Tristezza	Totalmente sicura
ZAP1593119_02	   Lo credo appena; l'empia m'inganna	Rabbia	Totalmente sicura
ZAP1593119_03	Questa è una pena troppo tiranna, questo è un tormento troppo crudel	Rabbia	Totalmente sicura
ZAP1594043_00	Non sdegnarti; a te mi fido, credo a te, non sono ingrata; ma son madre e sfortunata, compatisci il mio timor	Tristezza	Totalmente sicura
ZAP1594043_01	    Va', se in te pietade ha nido, a salvarmi il figlio attendi; la più tenera difendi cara parte del mio cor	Tristezza	Totalmente sicura
ZAP1594229_00	Di quella fronte un raggio tinto di morte ancor m'inspirerà coraggio, m'insegnerà virtù	Ammirazione	Totalmente sicura
ZAP1594229_01	    A dimostrarmi ardito m'invita il genitor; sieguo il paterno invito, senza cercar di più	Ammirazione	Totalmente sicura
ZAP1592952_00	Sentirsi dire dal caro bene: «Ho cinto il core d'altre catene» quest'è un martire, quest'è un dolore che un'alma fida soffrir non può	Tristezza	Abbastanza sicura
ZAP1592952_01	    Se la mia fede così l'affanna, perché tiranna m'innamorò?.	Rabbia	Totalmente sicura
ZAP1599801_00	Che mi giova l'onor della cuna, se nel giro di tante vicende mi contende l'acquisto del trono la fortuna d'un rozzo pastor	Rabbia	Totalmente sicura
ZAP1599801_01	    Cieca diva non curo il tuo dono quando è prezzo d'ingiusto favor	Rabbia	Totalmente sicura
ZAP1596431_00	Barbaro! Oh dio mi vedi divisa dal mio ben; barbaro, e non concedi ch'io ne dimandi almen	Rabbia	Totalmente sicura
ZAP1596431_01	    Come di tanto affetto alla pietà non cedi?	Rabbia	Totalmente sicura
ZAP1596431_02	Hai pure un core in petto	Rabbia	Totalmente sicura
ZAP1596431_03	Hai pure un'alma in sen	Rabbia	Totalmente sicura
ZAP1596761_00	Sì ti fido al tuo gran core; va'; combatti amato bene e ritorna vincitor	Amore	Totalmente sicura
ZAP1596761_01	    Sì ti fido al tuo bel core e il valor ch'or te sostiene è sostegno al mio valor	Ammirazione	Totalmente sicura
ZAP1596761_02	    Parti	Nessuna	
	
ZAP1596761_03	                Addio	Nessuna	
	
ZAP1596761_04	                               Morir mi sento	Tristezza	Totalmente sicura
ZAP1596761_05	Ah ricordati chi sei	Amore	Abbastanza sicura
ZAP1596761_06	Proteggete amici dei tanto amore e tanta fé	Amore	Totalmente sicura
ZAP1596761_07	    Quando accende un nobil petto è innocente, è puro affetto, debolezza amor non è	Amore	Totalmente sicura
ZAP1596451_00	Ah tu non sei più mio	Tristezza	Totalmente sicura
ZAP1596451_01	Ah l'amor tuo finì	Tristezza	Totalmente sicura
ZAP1596451_02	    Così non dirmi oh dio	Tristezza	Totalmente sicura
ZAP1596451_03	Non dirmi oh dio così	Tristezza	Totalmente sicura
ZAP1596451_04	    Dov'è quel mio pastore?	Paura	Totalmente sicura
ZAP1596451_05	Quel mio fedel dov'è?	Paura	Totalmente sicura
ZAP1596451_06	    Ah mi si agghiaccia il core! Ah che sarà di me!	Paura	Totalmente sicura
ZAP1596157_00	Oh qual fiamma di gloria, d'onore scorrer sento per tutte le vene alma grande parlando con te	Ammirazione	Totalmente sicura
ZAP1596157_01	    No; non vive sì timido core che in udirti con quelle catene non cambiasse la sorte d'un re	Tristezza	abbastanza sicura
ZAP1593295_00	Tu vuoi ch'io viva o cara ma se mi nieghi amore cara mi fai morir	Tristezza	Totalmente sicura
ZAP1593295_01	    Oh dio, che pena amara! Ti basti il mio rossore; più non ti posso dir	Rabbia	abbastanza sicura
ZAP1593295_02	    Sentimi..	Nessuna	
	
ZAP1593295_03	                        No	Nessuna	
	
ZAP1593295_04	                                  Tu sei..	Nessuna	
	
ZAP1593295_05	Parti dagli occhi miei, lasciami per pietà	Tristezza	Totalmente sicura
ZAP1593295_06	    Quando finisce o dei! la vostra crudeltà	Tristezza	Totalmente sicura
ZAP1593295_07	    Se in così gran dolore d'affanno non si muore, qual pena ucciderà?.	Tristezza	Totalmente sicura
ZAP1600099_00	O placido il mare lusinghi la sponda o porti con l'onda terrore e spavento è colpa del vento, sua colpa non è	Gioia	Forti dubbi
ZAP1600099_01	 S'io vo con la sorte cangiando sembianza virtù l'incostanza diventa per me	Paura	Forti dubbi
ZAP1599881_00	Più non sembra ardito e fiero quel leon che prigioniero a soffrir la sua catena lungamente s'avvezzò	Tristezza	Totalmente sicura
ZAP1599881_01	    Ma se un giorno i lacci spezza si ricorda la fierezza ed al primo suo rugito vede il volto impallidito di colui che l'insultò	Ammirazione	Totalmente sicura
ZAP1593766_00	Parto ma tu ben mio meco ritorna in pace; sarò qual più ti piace, quel che vorrai farò	Amore	Totalmente sicura
ZAP1593766_01	    Guardami e tutto obblio e a vendicarti io volo; di quello sguardo solo io mi ricorderò	Amore	Totalmente sicura
ZAP1597817_00	Veggio la sponda, sospiro il lido; e pur dall'onda fuggir non so	Tristezza	Totalmente sicura
ZAP1597817_01	     Se il mio dolore scoprir diffido, pietoso amore, che mai farò	Tristezza	Totalmente sicura
ZAP1598493_00	L'augelletto in lacci stretto perché mai cantar s'ascolta?	Ammirazione	Abbastanza sicura
ZAP1598493_01	Perché spera un'altra volta di tornare in libertà	Ammirazione	Abbastanza sicura
ZAP1598493_02	     Nel conflitto sanguinoso quel guerrier perché non geme?	Ammirazione	Abbastanza sicura
ZAP1598493_03	Perché gode colla speme quel riposo che non ha	Ammirazione	Abbastanza sicura
ZAP1597893_00	Son regina e sono amante e l'impero io sola voglio del mio soglio e del mio cor	Ammirazione	Abbastanza sicura
ZAP1597893_01	     Darmi legge invan pretende chi l'arbitrio a me contende della gloria e dell'amor	Rabbia	Totalmente sicura
ZAP1597520_00	Vedrò chi volge il legno ad ogni vento: chi gitta le sue merci, e non li giova: chi a galla sta sul mar: chi resta assorto	Ammirazione	Forti dubbi
ZAP1600312_00	Vaga rosa de' fiori regina tra l'erbette pompeggia ridente e scherzando fra l'aure sen va	Ammirazione	Totalmente sicura
ZAP1600312_01	 Ma se gelo di rigida brina la scolora e la rende languente tutta perde la fragil beltà	Tristezza	Totalmente sicura
ZAP1596989_00	Manlio vinse; e Tito, forte, a ria morte, benché padre, il condannò	Ammirazione	Totalmente sicura
ZAP1596989_01	    Ma di Tito ancor gl'imperi, perché fieri, Roma tutta detestò	Tristezza	Totalmente sicura
ZAP1596989_02	    Cadrà Fabio e vincerà de le leggi e del mio grado il timor, la dignità	Tristezza	Totalmente sicura
ZAP1596989_03	    Pria lo giudichi il Senato e svenato poi cadrà	Tristezza	Totalmente sicura
ZAP1596989_04	    (Ma in suo scampo io le guerriere fide schiere accenderò).  	Rabbia	Totalmente sicura
ZAP1598521_00	Tacerò se tu lo brami ma fai torto alla mia fede, se mi chiami traditor	Rabbia	Abbastanza sicura
ZAP1598521_01	     Porterò lontano il piede ma placati i sdegni tuoi so che poi n'avrai rossor	Rabbia	Abbastanza sicura
ZAP1596344_00	S'errasti, o figlio, il tuo periglio sta nel tuo cor	Rabbia	Abbastanza sicura
ZAP1596344_01	    Non del guerriero l'acciaro invitto, ma 'l tuo delitto ti dia timor	Rabbia	Abbastanza sicura
ZAP1593906_00	Del sen gli ardori nessun mi vanti; non soffro amori, non voglio amanti; troppo m'è cara la libertà	Gioia	Abbastanza sicura
ZAP1593906_01	    Se fosse ognuno così sincero, meno importuno parrebbe il vero; saria più rara l'infedeltà	Gioia	Abbastanza sicura
ZAP1599841_00	Non fidi al mar che freme la temeraria prora chi si scolora e teme sol quando vede il mar	Paura	Forti dubbi
ZAP1599841_01	    Non si cimenti in campo chi trema al suono, al lampo d'una guerriera tromba, d'un bellicoso acciar	Paura	Forti dubbi
ZAP1594374_00	È la beltà del cielo un raggio che innamora e deve il fato ancora rispetto alla beltà	Gioia	abbastanza sicura
ZAP1594374_01	    Ah se pietà negate a due vezzosi lumi, chi avrà coraggio, o numi, per dimandar pietà	Tristezza	abbastanza sicura
ZAP1595882_00	Se non piaccio a chi mi piace, che mi giova il farmi vaga?	Tristezza	Totalmente sicura
ZAP1595882_01	    Mia beltà che sì ti gonfi, o rinuncia a' tuoi trionfi o ferisci chi m'impiaga	Tristezza	Totalmente sicura
ZAP1594269_00	Resta in pace e gli astri amici bella ninfa a' giorni tuoi mai non splendano infelici come splendono per me	Tristezza	Totalmente sicura
ZAP1594269_01	    Grata a' numi esser tu puoi che nascesti in umil cuna	Ammirazione	Totalmente sicura
ZAP1594269_02	Oh di stato e di fortuna potess'io cangiar con te	Tristezza	Totalmente sicura
ZAP1600083_00	Se il mio paterno amore sdegna il tuo cuore altero, più giudice severo che padre a te sarò	Rabbia	Totalmente sicura
ZAP1600083_01	    E l'empia fellonia che forse volgi in mente prima che adulta sia nascente opprimerò	Rabbia	Totalmente sicura
ZAP1593275_00	Ardito ti renda, t'accenda di sdegno d'un figlio il periglio, d'un regno l'amor	Ammirazione	Abbastanza sicura
ZAP1593275_01	    È dolce ad un'alma che aspetta vendetta il perder la calma fra l'ire del cor	Ammirazione	Abbastanza sicura
ZAP1594037_00	Sappi che al nascer mio..	Paura	Abbastanza sicura
ZAP1594037_01	Siegui	Nessuna	
	
ZAP1594037_02	                (Giurai tacer)	Paura	Totalmente sicura
ZAP1594037_03	    Sappi che bramo anch'io..	Paura	Totalmente sicura
ZAP1594037_04	Parla	Nessuna	Abbastanza sicura
	
ZAP1594037_05	             (Crudel dover!)	Rabbia	Totalmente sicura
ZAP1594037_06	   Perché t'arresti ancora?	Rabbia	Totalmente sicura
ZAP1594037_07	Perché cominci e cessi?	Rabbia	Totalmente sicura
ZAP1594037_08	Ah se parlar potessi quanto direi di più	Tristezza	Totalmente sicura
ZAP1594037_09	    Finger con chi s'adora..	Tristezza	Totalmente sicura
ZAP1594037_10	Celar quel che si brama..	Tristezza	Totalmente sicura
ZAP1594037_11	È troppo a chi ben ama incomoda virtù	Tristezza	Totalmente sicura
ZAP1597432_00	Su l'orme del furor meco agitato e fier sen viene il cor	Rabbia	Totalmente sicura
ZAP1597432_01	    E da la mia vendetta aspetta quel piacer che non gli diede amor	Rabbia	Totalmente sicura
ZAP1597947_00	Se resto sul lido, se sciolgo le vele infido, crudele mi sento chiamar	Tristezza	Totalmente sicura
ZAP1597947_01	     E intanto confuso nel dubbio funesto, non parto, non resto ma provo il martire che avrei nel partire, che avrei nel restar	Tristezza	Totalmente sicura
ZAP1593339_00	Perché l'altrui misura ciascun dal proprio core, confonde il nostro errore la colpa e la virtù	Rabbia	Forti dubbi
ZAP1593339_01	    Se credi tu con pena pietà nel petto mio, credo con pena anch'io che un traditor sei tu	Rabbia	Abbastanza sicura
ZAP1600279_00	Voi m'insegnate benché sdegnose luci adorate la fedeltà	Gioia	Abbastanza sicura
ZAP1600279_01	    Quando volete ch'io non v'adori più mi togliete la libertà	Rabbia	Abbastanza sicura
ZAP1600449_00	Chi mai fu quegli che l'empie belliche spade inventò?	Rabbia	Totalmente sicura
ZAP1600449_01	 E di rauche ossa le trombe querule primo formò?.	Rabbia	Totalmente sicura
ZAP1598289_00	Ogni amator suppone che della sua ferita sia la beltà cagione ma la beltà non è	Amore	Totalmente sicura
ZAP1598289_01	    È un bel desio che nasce allor che men s'aspetta, si sente che diletta ma non si sa perché	Gioia	Totalmente sicura
ZAP1593240_00	Va' tra le selve ircane barbaro genitore; fiera di te peggiore, mostro peggior non v'è	Rabbia	Totalmente sicura
ZAP1593240_01	    Quanto di reo produce l'Africa al sol vicina, l'inospita marina, tutto s'aduna in te	Rabbia	Totalmente sicura
ZAP1597056_00	Di trionfo e non di morte degno è 'l forte, il vincitor	Ammirazione	Totalmente sicura
ZAP1597056_01	    Quella destra, al cui valor ligia fu vittoria e sorte, andrà stretta infra ritorte da inflessibil dittator	Gioia	abbastanza sicura
ZAP1597056_02	    Di trionfo e non di morte degno è 'l forte, il vincitor	Ammirazione	Totalmente sicura
ZAP1597056_03	    Né a quel capo, i cui sudori spremé zelo e colse onor, fian riparo i sacri allori da la scure e dal littor	Gioia	abbastanza sicura
ZAP1597056_04	    Di trionfo e non di morte degno è 'l forte, il vincitor	Ammirazione	Totalmente sicura
ZAP1596629_00	Già vendicato sei; già tua conquista io sono; più non t'invidio il trono, padre t'adoro e re	Ammirazione	Totalmente sicura
ZAP1596629_01	    Tutto dai fausti dei, tutto or l'Egitto attenda e in me frattanto apprenda che può sperar da te	Ammirazione	Totalmente sicura
ZAP1596807_00	In questa selva oscura entrai poc'anzi ardito; or nel cammin smarrito timido errando io vo	Paura	Totalmente sicura
ZAP1596807_01	    Un sol non m'assicura raggio di stella amica; e par che il cor mi dica che qui perir dovrò	Paura	Totalmente sicura
ZAP1594439_00	Perché due cori insieme sempre non leghi amore?	Tristezza	Totalmente sicura
ZAP1594439_01	E quando sciogli un core l'altro non sciogli ancor?	Tristezza	Totalmente sicura
ZAP1594439_02	    A chi non vuoi contento perché lasciar la speme, per barbaro alimento d'un infelice ardor	Tristezza	Totalmente sicura
ZAP1597098_00	In stringerti al seno se morte avessi almeno, contento                   morirei, mio ben cor mio	Tristezza	Totalmente sicura
ZAP1597098_01	contenta	Gioia	forti dubbi
ZAP1597098_02	   Amami e vivi, o cara	Amore	Totalmente sicura
ZAP1597098_03	Ahi! Che partenza amara! Addio. Morir non posso; e posso dirti addio	Tristezza	Totalmente sicura
ZAP1594088_00	Dimmi crudel dov'è; ah non tacer così	Rabbia	Totalmente sicura
ZAP1594088_01	Barbaro ciel perché insino a questo dì serbarmi in vita	Rabbia	Totalmente sicura
ZAP1594088_02	    Corrasi... E dove?. Oh dei chi guida i passi miei?	Paura	Totalmente sicura
ZAP1594088_03	Chi almen, chi per mercé la via m'addita?.	Tristezza	Totalmente sicura
ZAP1593836_00	Se all'impero, amici dei, necessario è un cor severo, o togliete a me l'impero o a me date un altro cor	Rabbia	Abbastanza sicura
ZAP1593836_01	    Se la fé de' regni miei con l'amor non assicuro, d'una fede io non mi curo che sia frutto del timor	Rabbia	Abbastanza sicura
ZAP1598427_00	Vado... Ma dove?.... Oh dio! Resto... Ma poi, che fo! Dunque morir dovrò senza trovar pietà?.	Paura	Totalmente sicura
ZAP1594404_00	Contro il destin, che freme di sue procelle armato, combatteremo insieme amato genitor	Gioia	Totalmente sicura
ZAP1594404_01	    Fuggir le tue ritorte che giova alla mia fede?	Ammirazione	Totalmente sicura
ZAP1594404_02	Se non le avessi al piede, le sentirei nel cor	Gioia	Abbastanza sicura
ZAP1594129_00	Al furor d'avversa sorte più non palpita e non teme chi s'avvezza allor che freme il suo volto a sostener	Ammirazione	Abbastanza sicura
ZAP1594129_01	    Scuola son d'un'alma forte l'ire sue le più funeste, come i nembi e le tempeste son la scuola del nocchier	Paura	Abbastanza sicura
ZAP1595538_00	Sprezza il furor del vento robusta quercia, avvezza di cento verni e cento l'ingiurie a tolerar	Paura	abbastanza sicura
ZAP1595538_01	    E se pur cade al suolo, spiega per l'onde il volo e con quel vento istesso va contrastando in mar	Rabbia	forti dubbi
